# YCH4, LaminarViscosity
2.703983485698699951e-01,1.553955553390551358e-05
2.688384056091308594e-01,1.555299422761891037e-05
2.672784030437469482e-01,1.556643292133230716e-05
2.657184600830078125e-01,1.557986979605630040e-05
2.641584277153015137e-01,1.559330848976969719e-05
2.625984847545623779e-01,1.560674718348309398e-05
2.610384821891784668e-01,1.562018587719649076e-05
2.594785094261169434e-01,1.563362457090988755e-05
2.579185068607330322e-01,1.564706144563388079e-05
2.563585638999938965e-01,1.566050013934727758e-05
2.547985613346099854e-01,1.567393883306067437e-05
2.532385289669036865e-01,1.568737752677407116e-05
2.516785860061645508e-01,1.570081622048746794e-05
2.501185834407806396e-01,1.571425491420086473e-05
2.485586255788803101e-01,1.572769178892485797e-05
2.469986230134963989e-01,1.574113048263825476e-05
2.454386651515960693e-01,1.575456917635165155e-05
2.438786476850509644e-01,1.576800787006504834e-05
2.423187047243118286e-01,1.578144474478904158e-05
2.407586872577667236e-01,1.579488343850243837e-05
2.391987442970275879e-01,1.580832213221583515e-05
2.376387268304824829e-01,1.582176082592923194e-05
2.360787242650985718e-01,1.583519951964262873e-05
2.345187664031982422e-01,1.584863639436662197e-05
2.329587489366531372e-01,1.586207508808001876e-05
2.313988059759140015e-01,1.587551378179341555e-05
2.298387885093688965e-01,1.588895247550681233e-05
2.282788455486297607e-01,1.590238935023080558e-05
2.267188280820846558e-01,1.591582804394420236e-05
2.251588851213455200e-01,1.592926673765759915e-05
2.238717377185821533e-01,1.594117748027201742e-05
2.226187586784362793e-01,1.595289722899906337e-05
2.213657200336456299e-01,1.596461697772610933e-05
2.201126962900161743e-01,1.597633854544255883e-05
2.188597172498703003e-01,1.598805647518020123e-05
2.176066786050796509e-01,1.599977804289665073e-05
2.163536995649337769e-01,1.601149779162369668e-05
2.151006758213043213e-01,1.602321754035074264e-05
2.138476967811584473e-01,1.603493728907778859e-05
2.125946581363677979e-01,1.604665703780483454e-05
2.113416790962219238e-01,1.605837678653188050e-05
2.100886553525924683e-01,1.607009653525892645e-05
2.088356614112854004e-01,1.608181628398597240e-05
2.075826376676559448e-01,1.609353603271301836e-05
2.063296139240264893e-01,1.610525578144006431e-05
2.050765752792358398e-01,1.611697734915651381e-05
2.038236409425735474e-01,1.612869527889415622e-05
2.025706171989440918e-01,1.614041502762120217e-05
2.013175785541534424e-01,1.615213659533765167e-05
2.000645548105239868e-01,1.616385634406469762e-05
1.988116204738616943e-01,1.617557609279174358e-05
1.975585967302322388e-01,1.618729584151878953e-05
1.963055580854415894e-01,1.619901559024583548e-05
1.950525343418121338e-01,1.621073533897288144e-05
1.937995105981826782e-01,1.622245508769992739e-05
1.925465613603591919e-01,1.623417483642697334e-05
1.912935376167297363e-01,1.624589458515401930e-05
1.900405138731002808e-01,1.625761433388106525e-05
1.887874752283096313e-01,1.626933590159751475e-05
1.875345408916473389e-01,1.628105383133515716e-05
1.862815171480178833e-01,1.629277358006220311e-05
1.850284934043884277e-01,1.630449514777865261e-05
1.837754547595977783e-01,1.631621489650569856e-05
1.825225204229354858e-01,1.632793464523274451e-05
1.812694966793060303e-01,1.633965439395979047e-05
1.800164580345153809e-01,1.635137414268683642e-05
1.787634342908859253e-01,1.636309389141388237e-05
1.775104105472564697e-01,1.637481364014092833e-05
1.762574762105941772e-01,1.638653338886797428e-05
1.750044375658035278e-01,1.639825313759502023e-05
1.737514138221740723e-01,1.640997288632206619e-05
1.724983751773834229e-01,1.642169445403851569e-05
1.712454408407211304e-01,1.643341238377615809e-05
1.699924170970916748e-01,1.644513213250320405e-05
1.687393933534622192e-01,1.645685370021965355e-05
1.674863547086715698e-01,1.646857344894669950e-05
1.662333309650421143e-01,1.648029319767374545e-05
1.649803966283798218e-01,1.649201294640079141e-05
1.637273579835891724e-01,1.650373269512783736e-05
1.624743342399597168e-01,1.651545244385488331e-05
1.612213104963302612e-01,1.652717219258192927e-05
1.599683761596679688e-01,1.653889194130897522e-05
1.587153375148773193e-01,1.655061169003602117e-05
1.574623137712478638e-01,1.656233143876306713e-05
1.562092900276184082e-01,1.657405300647951663e-05
1.550573557615280151e-01,1.658503060752991587e-05
1.541074365377426147e-01,1.659452755120582879e-05
1.531575173139572144e-01,1.660402449488174170e-05
1.522075980901718140e-01,1.661352325754705817e-05
1.512576788663864136e-01,1.662302020122297108e-05
1.503078341484069824e-01,1.663251532590948045e-05
1.493579149246215820e-01,1.664201408857479692e-05
1.484079957008361816e-01,1.665151103225070983e-05
1.474580764770507812e-01,1.666100797592662275e-05
1.465082317590713501e-01,1.667050491960253567e-05
1.455583125352859497e-01,1.668000186327844858e-05
1.446083933115005493e-01,1.668949880695436150e-05
1.436584740877151489e-01,1.669899575063027442e-05
1.427085548639297485e-01,1.670849269430618733e-05
1.417587101459503174e-01,1.671798963798210025e-05
1.408087909221649170e-01,1.672748658165801316e-05
1.398588716983795166e-01,1.673698534432332963e-05
1.389089524745941162e-01,1.674648228799924254e-05
1.379590928554534912e-01,1.675597741268575191e-05
1.370091736316680908e-01,1.676547617535106838e-05
1.360592544078826904e-01,1.677497311902698129e-05
1.351093351840972900e-01,1.678447006270289421e-05
1.341594904661178589e-01,1.679396700637880713e-05
1.332095712423324585e-01,1.680346395005472004e-05
1.322596520185470581e-01,1.681296089373063296e-05
1.313097327947616577e-01,1.682245783740654588e-05
1.303598135709762573e-01,1.683195478108245879e-05
1.294099688529968262e-01,1.684145172475837171e-05
1.284600496292114258e-01,1.685094866843428463e-05
1.275101304054260254e-01,1.686044743109960109e-05
1.265602111816406250e-01,1.686994437477551401e-05
1.256103664636611938e-01,1.687944131845142692e-05
1.246604397892951965e-01,1.688893826212733984e-05
1.237105205655097961e-01,1.689843520580325276e-05
1.227606013417243958e-01,1.690793214947916567e-05
1.218106821179389954e-01,1.691742909315507859e-05
1.208608373999595642e-01,1.692692603683099151e-05
1.199109181761741638e-01,1.693642298050690442e-05
1.189609989523887634e-01,1.694591992418281734e-05
1.180110797286033630e-01,1.695541686785873026e-05
1.170612275600433350e-01,1.696491381153464317e-05
1.161113083362579346e-01,1.697441075521055609e-05
1.151613891124725342e-01,1.698390951787587255e-05
1.142114698886871338e-01,1.699340646155178547e-05
1.132616251707077026e-01,1.700290340522769839e-05
1.123117059469223022e-01,1.701240034890361130e-05
1.113617867231369019e-01,1.702189729257952422e-05
1.104118674993515015e-01,1.703139423625543714e-05
1.094619482755661011e-01,1.704089117993135005e-05
1.085120961070060730e-01,1.705038812360726297e-05
1.075621768832206726e-01,1.705988506728317589e-05
1.066122576594352722e-01,1.706938201095908880e-05
1.056623384356498718e-01,1.707887895463500172e-05
1.047124937176704407e-01,1.708837589831091464e-05
1.037625744938850403e-01,1.709787284198682755e-05
1.028126552700996399e-01,1.710737160465214401e-05
1.020721644163131714e-01,1.711504955892451108e-05
1.013915240764617920e-01,1.712220728222746402e-05
1.007109358906745911e-01,1.712936500553041697e-05
1.000302955508232117e-01,1.713652272883336991e-05
9.934965521097183228e-02,1.714368227112572640e-05
9.866901487112045288e-02,1.715083999442867935e-05
9.798842668533325195e-02,1.715799771773163229e-05
9.730778634548187256e-02,1.716515726002398878e-05
9.662714600563049316e-02,1.717231498332694173e-05
9.594650566577911377e-02,1.717947270662989467e-05
9.526591747999191284e-02,1.718663042993284762e-05
9.458527714014053345e-02,1.719378997222520411e-05
9.390463680028915405e-02,1.720094769552815706e-05
9.322399646043777466e-02,1.720810541883111000e-05
9.254335612058639526e-02,1.721526496112346649e-05
9.186276793479919434e-02,1.722242268442641944e-05
9.118212759494781494e-02,1.722958040772937238e-05
9.050148725509643555e-02,1.723673995002172887e-05
8.982084691524505615e-02,1.724389767332468182e-05
8.914025872945785522e-02,1.725105539662763476e-05
8.845961838960647583e-02,1.725821311993058771e-05
8.777897804975509644e-02,1.726537266222294420e-05
8.709833770990371704e-02,1.727253038552589715e-05
8.641769737005233765e-02,1.727968810882885009e-05
8.573710918426513672e-02,1.728684583213180304e-05
8.505646884441375732e-02,1.729400537442415953e-05
8.437582850456237793e-02,1.730116309772711247e-05
8.369518816471099854e-02,1.730832082103006542e-05
8.301459997892379761e-02,1.731548036332242191e-05
8.233395963907241821e-02,1.732263808662537485e-05
8.165331929922103882e-02,1.732979580992832780e-05
8.097268640995025635e-02,1.733695535222068429e-05
8.029209077358245850e-02,1.734411307552363724e-05
7.961145043373107910e-02,1.735127079882659018e-05
7.893081009387969971e-02,1.735842852212954313e-05
7.825017720460891724e-02,1.736558806442189962e-05
7.756953686475753784e-02,1.737274578772485256e-05
7.688894122838973999e-02,1.737990351102780551e-05
7.620830833911895752e-02,1.738706305332016200e-05
7.552766799926757812e-02,1.739422077662311494e-05
7.484702765941619873e-02,1.740137849992606789e-05
7.416643202304840088e-02,1.740853622322902083e-05
7.348579913377761841e-02,1.741569576552137733e-05
7.280515879392623901e-02,1.742285348882433027e-05
7.212451845407485962e-02,1.743001121212728322e-05
7.144387811422348022e-02,1.743717075441963971e-05
7.076328992843627930e-02,1.744432847772259265e-05
7.008264958858489990e-02,1.745148620102554560e-05
6.940200924873352051e-02,1.745864392432849854e-05
6.872136890888214111e-02,1.746580346662085503e-05
6.804078072309494019e-02,1.747296118992380798e-05
6.736014038324356079e-02,1.748011891322676092e-05
6.667950004339218140e-02,1.748727845551911741e-05
6.599885970354080200e-02,1.749443617882207036e-05
6.531827151775360107e-02,1.750159390212502331e-05
6.468693166971206665e-02,1.750827323121484369e-05
6.422820687294006348e-02,1.751327545207459480e-05
6.376948207616806030e-02,1.751827585394494236e-05
6.331076472997665405e-02,1.752327807480469346e-05
6.285206973552703857e-02,1.752827847667504102e-05
6.239334866404533386e-02,1.753328069753479213e-05
6.193462386727333069e-02,1.753828291839454323e-05
6.147589907050132751e-02,1.754328332026489079e-05
6.101721152663230896e-02,1.754828554112464190e-05
6.055848672986030579e-02,1.755328594299498945e-05
6.009976193308830261e-02,1.755828816385474056e-05
5.964104086160659790e-02,1.756328856572508812e-05
5.918231606483459473e-02,1.756829078658483922e-05
5.872362479567527771e-02,1.757329300744459033e-05
5.826490372419357300e-02,1.757829340931493789e-05
5.780617892742156982e-02,1.758329563017468899e-05
5.734745413064956665e-02,1.758829603204503655e-05
5.688876658678054810e-02,1.759329825290478766e-05
5.643004179000854492e-02,1.759830047376453876e-05
5.597131699323654175e-02,1.760330087563488632e-05
5.551259592175483704e-02,1.760830309649463743e-05
5.505390465259552002e-02,1.761330349836498499e-05
5.459517985582351685e-02,1.761830571922473609e-05
5.413645878434181213e-02,1.762330794008448720e-05
5.367773398756980896e-02,1.762830834195483476e-05
5.321900919079780579e-02,1.763331056281458586e-05
5.276032164692878723e-02,1.763831096468493342e-05
5.230159685015678406e-02,1.764331318554468453e-05
5.184287205338478088e-02,1.764831358741503209e-05
5.138414725661277771e-02,1.765331580827478319e-05
5.092545971274375916e-02,1.765831802913453430e-05
5.046673491597175598e-02,1.766331843100488186e-05
5.000801011919975281e-02,1.766832065186463296e-05
4.954928904771804810e-02,1.767332105373498052e-05
4.909056425094604492e-02,1.767832327459473163e-05
4.863187670707702637e-02,1.768332549545448273e-05
4.817315191030502319e-02,1.768832589732483029e-05
4.771442711353302002e-02,1.769332811818458140e-05
4.725570231676101685e-02,1.769832852005492896e-05
4.679701477289199829e-02,1.770333074091468006e-05
4.633828997611999512e-02,1.770833296177443117e-05
4.587956517934799194e-02,1.771333336364477873e-05
4.542084410786628723e-02,1.771833558450452983e-05
4.496215283870697021e-02,1.772333598637487739e-05
4.450342804193496704e-02,1.772833820723462850e-05
4.404470697045326233e-02,1.773333860910497606e-05
4.358598217368125916e-02,1.773834082996472716e-05
4.312725737690925598e-02,1.774334305082447827e-05
4.266856983304023743e-02,1.774834345269482583e-05
4.220984503626823425e-02,1.775334567355457693e-05
4.175112023949623108e-02,1.775834607542492449e-05
4.129239916801452637e-02,1.776334829628467560e-05
4.083370789885520935e-02,1.776835051714442670e-05
4.037498310208320618e-02,1.777335091901477426e-05
3.991626203060150146e-02,1.777835313987452537e-05
3.945753723382949829e-02,1.778335354174487293e-05
3.911435976624488831e-02,1.778714613465126604e-05
3.882897645235061646e-02,1.779033300408627838e-05
3.854357451200485229e-02,1.779351987352129072e-05
3.825817257165908813e-02,1.779670674295630306e-05
3.797276690602302551e-02,1.779989361239131540e-05
3.768738359212875366e-02,1.780308048182632774e-05
3.740198165178298950e-02,1.780626735126134008e-05
3.711657971143722534e-02,1.780945422069635242e-05
3.683117404580116272e-02,1.781264109013136476e-05
3.654579445719718933e-02,1.781582795956637710e-05
3.626038879156112671e-02,1.781901482900138944e-05
3.597498685121536255e-02,1.782220169843640178e-05
3.568958118557929993e-02,1.782538856787141412e-05
3.540417924523353577e-02,1.782857543730642647e-05
3.511879593133926392e-02,1.783176230674143881e-05
3.483339399099349976e-02,1.783494917617645115e-05
3.454798832535743713e-02,1.783813604561146349e-05
3.426258638501167297e-02,1.784132291504647583e-05
3.397720307111740112e-02,1.784450978448148817e-05
3.369180113077163696e-02,1.784769665391650051e-05
3.340639546513557434e-02,1.785088352335151285e-05
3.312099352478981018e-02,1.785407039278652519e-05
3.283559158444404602e-02,1.785725726222153753e-05
3.255020827054977417e-02,1.786044413165654987e-05
3.226480633020401001e-02,1.786363100109156221e-05
3.197940066456794739e-02,1.786681787052657455e-05
3.169399872422218323e-02,1.787000473996158689e-05
3.140861541032791138e-02,1.787319160939659923e-05
3.112321160733699799e-02,1.787637847883161157e-05
3.083780780434608459e-02,1.787956534826662391e-05
3.055240586400032043e-02,1.788275221770163625e-05
3.026702255010604858e-02,1.788593908713664860e-05
2.998161874711513519e-02,1.788912595657166094e-05
2.969621680676937103e-02,1.789231282600667328e-05
2.941081300377845764e-02,1.789549969544168562e-05
2.912540920078754425e-02,1.789868656487669796e-05
2.884002774953842163e-02,1.790187343431171030e-05
2.855462394654750824e-02,1.790506030374672264e-05
2.826922014355659485e-02,1.790824717318173498e-05
2.798381634056568146e-02,1.791143404261674732e-05
2.769843488931655884e-02,1.791462091205175966e-05
2.741303108632564545e-02,1.791780778148677200e-05
2.712762728333473206e-02,1.792099465092178434e-05
2.684222348034381866e-02,1.792418333934620023e-05
2.655682153999805450e-02,1.792737020878121257e-05
2.627143822610378265e-02,1.793055525922682136e-05
2.598603442311286926e-02,1.793374394765123725e-05
2.570063062012195587e-02,1.793693081708624959e-05
2.541522867977619171e-02,1.794011768652126193e-05
2.512984536588191986e-02,1.794330455595627427e-05
2.484444156289100647e-02,1.794649142539128661e-05
2.455903962254524231e-02,1.794967829482629895e-05
2.427363581955432892e-02,1.795286516426131129e-05
2.398825250566005707e-02,1.795605203369632363e-05
2.370285056531429291e-02,1.795923890313133597e-05
2.343214675784111023e-02,1.796226388250943273e-05
2.327907085418701172e-02,1.796399737941101193e-05
2.312599681317806244e-02,1.796573087631259114e-05
2.297293394804000854e-02,1.796746437321417034e-05
2.281985990703105927e-02,1.796919787011574954e-05
2.266678400337696075e-02,1.797093136701732874e-05
2.251370996236801147e-02,1.797266668290831149e-05
2.236064709722995758e-02,1.797440017980989069e-05
2.220757119357585907e-02,1.797613367671146989e-05
2.205449715256690979e-02,1.797786717361304909e-05
2.190142311155796051e-02,1.797960067051462829e-05
2.174834720790386200e-02,1.798133416741620749e-05
2.159528434276580811e-02,1.798306766431778669e-05
2.144221030175685883e-02,1.798480116121936589e-05
2.128913626074790955e-02,1.798653465812094510e-05
2.113606035709381104e-02,1.798826815502252430e-05
2.098299749195575714e-02,1.799000165192410350e-05
2.082992345094680786e-02,1.799173696781508625e-05
2.067684754729270935e-02,1.799347046471666545e-05
2.052377350628376007e-02,1.799520396161824465e-05
2.037071064114570618e-02,1.799693745851982385e-05
2.021763660013675690e-02,1.799867095542140305e-05
2.006456069648265839e-02,1.800040445232298225e-05
1.991148665547370911e-02,1.800213794922456145e-05
1.975841261446475983e-02,1.800387144612614065e-05
1.960534788668155670e-02,1.800560494302771986e-05
1.945227384567260742e-02,1.800733843992929906e-05
1.929919980466365814e-02,1.800907375582028180e-05
1.914612390100955963e-02,1.801080725272186100e-05
1.899306103587150574e-02,1.801254074962344021e-05
1.883998699486255646e-02,1.801427424652501941e-05
1.868691295385360718e-02,1.801600774342659861e-05
1.853383705019950867e-02,1.801774124032817781e-05
1.838076300919055939e-02,1.801947473722975701e-05
1.822770014405250549e-02,1.802120823413133621e-05
1.807462424039840698e-02,1.802294173103291541e-05
1.792155019938945770e-02,1.802467522793449461e-05
1.776847615838050842e-02,1.802641054382547736e-05
1.761541329324245453e-02,1.802814404072705656e-05
1.746233738958835602e-02,1.802987753762863576e-05
1.730926334857940674e-02,1.803161103453021497e-05
1.715618930757045746e-02,1.803334453143179417e-05
1.700312457978725433e-02,1.803507802833337337e-05
1.685005053877830505e-02,1.803681152523495257e-05
1.669697649776935577e-02,1.803854502213653177e-05
1.654390059411525726e-02,1.804027851903811097e-05
1.639082655310630798e-02,1.804201383492909372e-05
1.623776368796825409e-02,1.804374733183067292e-05
1.608468964695930481e-02,1.804548082873225212e-05
1.593161374330520630e-02,1.804721432563383132e-05
1.577853970229625702e-02,1.804894782253541052e-05
1.562547683715820312e-02,1.805068131943698972e-05
1.547240186482667923e-02,1.805241481633856893e-05
1.531932689249515533e-02,1.805414831324014813e-05
1.516625285148620605e-02,1.805588181014172733e-05
1.501317787915468216e-02,1.805761530704330653e-05
1.491854432970285416e-02,1.805869032978080213e-05
1.487065199762582779e-02,1.805923602660186589e-05
1.482275966554880142e-02,1.805978172342292964e-05
1.477486733347177505e-02,1.806032742024399340e-05
1.472697872668504715e-02,1.806087311706505716e-05
1.467908639460802078e-02,1.806141881388612092e-05
1.463119406253099442e-02,1.806196632969658822e-05
1.458330173045396805e-02,1.806251202651765198e-05
1.453541312366724014e-02,1.806305772333871573e-05
1.448752172291278839e-02,1.806360342015977949e-05
1.443962939083576202e-02,1.806414911698084325e-05
1.439173705875873566e-02,1.806469481380190700e-05
1.434384472668170929e-02,1.806524232961237431e-05
1.429595611989498138e-02,1.806578802643343806e-05
1.424806378781795502e-02,1.806633372325450182e-05
1.420017145574092865e-02,1.806687942007556558e-05
1.415227912366390228e-02,1.806742511689662933e-05
1.410439051687717438e-02,1.806797081371769309e-05
1.405649818480014801e-02,1.806851651053875685e-05
1.400860678404569626e-02,1.806906402634922415e-05
1.396071445196866989e-02,1.806960972317028791e-05
1.391282211989164352e-02,1.807015541999135166e-05
1.386493351310491562e-02,1.807070111681241542e-05
1.381704118102788925e-02,1.807124681363347918e-05
1.376914884895086288e-02,1.807179251045454293e-05
1.372125651687383652e-02,1.807234002626501024e-05
1.367336791008710861e-02,1.807288572308607399e-05
1.362547557801008224e-02,1.807343141990713775e-05
1.357758324593305588e-02,1.807397711672820151e-05
1.352969184517860413e-02,1.807452281354926527e-05
1.348180323839187622e-02,1.807506851037032902e-05
1.343391090631484985e-02,1.807561420719139278e-05
1.338601857423782349e-02,1.807616172300186008e-05
1.333812624216079712e-02,1.807670741982292384e-05
1.329023391008377075e-02,1.807725311664398760e-05
1.324234530329704285e-02,1.807779881346505135e-05
1.319445297122001648e-02,1.807834451028611511e-05
1.314656063914299011e-02,1.807889020710717887e-05
1.309866830706596375e-02,1.807943590392824262e-05
1.305077970027923584e-02,1.807998341973870993e-05
1.300288829952478409e-02,1.808052911655977368e-05
1.295499596744775772e-02,1.808107481338083744e-05
1.290710363537073135e-02,1.808162051020190120e-05
1.285921130329370499e-02,1.808216620702296495e-05
1.281132269650697708e-02,1.808271190384402871e-05
1.276343036442995071e-02,1.808325760066509247e-05
1.271553803235292435e-02,1.808380511647555977e-05
1.266764570027589798e-02,1.808435081329662353e-05
1.261975709348917007e-02,1.808489651011768728e-05
1.257186476141214371e-02,1.808544220693875104e-05
1.252397336065769196e-02,1.808598790375981480e-05
1.247608102858066559e-02,1.808653360058087856e-05
1.242819242179393768e-02,1.808708111639134586e-05
1.238030008971691132e-02,1.808762681321240962e-05
1.233240775763988495e-02,1.808817251003347337e-05
1.228451542556285858e-02,1.808871820685453713e-05
